"fullname","id","likes","replies","retweets","text","timestamp","user"
"Spynga","841768062277804032","0","0","0","Do you ever wonder about the advantages of practicing yoga? If you experience stress & anxiety,… https://www.instagram.com/p/BRolplXFjCN/ ","2017-03-14T21:48:39","SpyngaINC"
"Cpl Ryan W. Voll ret","842547573420425216","0","0","0","#MentalHealth #Anxiety #Depression #MyLife #TrueStory @ Seneca at Newnham Res https://www.instagram.com/p/BRuII63A_V-/ ","2017-03-17T01:26:09","CplRyanWVollRet"
"Melissa Pulvermacher","843844440603033601","1","0","0","We're still working on this little hound's separation anxiety obviously... I swear we're making… https://www.instagram.com/p/BR3V4gqhV2n/ ","2017-03-20T15:19:27","Mpulvermacher"
"Joe Manuguid","844363413014818816","0","0","0","#anxiety #Toronto @raptors #MakeSomeNoise aircanadacentre #raptors #rtz @ Toronto Raptors https://www.instagram.com/p/BR7B4onlQ0T/ ","2017-03-22T01:41:39","joeymanuguid"
"Sayu Healthy Living","844377415820464128","2","1","0","What's eating you?   #stress #depression #anxiety #toronto #etobicoke #psychology #psychotherapy… https://www.instagram.com/p/BR7IQOvASFS/ ","2017-03-22T02:37:18","SAYU2Health"
"LRS","845987879977439233","4","0","0","Spring market vibes (also too many people anxiety vibes but mostly SPRING)  @ St Lawrence Market https://www.instagram.com/p/BSGkm13lySb/ ","2017-03-26T13:16:42","lisarosesnow"
"Garmonbozia D'costa","847433788191723522","1","0","0","Occluded social anxiety poem @ Union Station https://www.instagram.com/p/BSQ2IV0gs_j/ ","2017-03-30T13:02:14","NaleagDeco"
"Broken_Heals","848345491930796032","1","0","1","Healing Tip:  When anxiety starts to take over, take a moment, take a breath, take a mental… https://www.instagram.com/p/BSXUuOQlwE4/ ","2017-04-02T01:25:01","Broken_Heals"
"Miss Koda","848589929101893632","0","0","0","I suffer from anxiety/panic disorder and I choose to be as open and honest about it. I don't… https://www.instagram.com/p/BSZDy1Aldrh/ ","2017-04-02T17:36:19","MissAKoda"
"Americo Gonzalez","853446665893810176","1","0","0","High anxiety hockey game calls for a calming beer. Distinctive Unibroue... (Trois Pistoles) http://untp.beer/s/c441111568  #photo","2017-04-16T03:15:16","AGonzalezAquino"
"Jules","854855294773362688","0","1","0","I've been sliding down a slippery slope into my anxiety and manic depression so mama bear took… https://www.instagram.com/p/BTFlCz3huQY/ ","2017-04-20T00:32:39","obsessivejules"
"Jules","855237562566193152","0","0","0","#camh #anxiety #depression #change @ CAMH - Centre for Addiction and Mental Health https://www.instagram.com/p/BTIS4GKhNLT/ ","2017-04-21T01:51:39","obsessivejules"
"Filipajackson","855788917970350080","1","0","0","You may or may not know that I am a sufferer of anxiety. With the weather constantly changing,… https://www.instagram.com/p/BTMNmvQgnsj/ ","2017-04-22T14:22:32","playwithapparel"
"Jays Fan in White","856322482625708032","2","3","0","@keithlaw pre-ordered the book today! Can’t wait to get at it. How do you feel about it at this point? Is their a great deal of anxiety?","2017-04-24T01:42:44","jaysfaninwhite"
"Yane Yopán","856490904986804225","0","0","0","Nothing better to deal with anxiety that read about anxiety... #monkeymind #bookstagram… https://www.instagram.com/p/BTRM1ATFNv5/ ","2017-04-24T12:51:59","yaneyopan"
"Nicholas Luck","857991223532900353","0","1","0","Been waiting on a job offer today. Anxious. - - - - - #instagood #anxiety #toronto #canada… https://www.instagram.com/p/BTb3GM2hQmX/ ","2017-04-28T16:13:43","nicholasluckyal"
"SunnysideHealingArts","858675089432248320","0","0","0"," #SoulfulSunday   Intention can certainly feel like in-tension, right?!  Is it anxiety, or is… https://www.instagram.com/p/BTguFI3lQlM/ ","2017-04-30T13:31:09","VillageHealer"
"Courtney Taylor","859377345085485058","1","1","0","Today and every day, #anxious.  #NotMyselfToday #anxiety… https://www.instagram.com/p/BTltbwxAAOlZ61iLMBlwBtvlzlo6KagMwokZwg0/ …","2017-05-02T12:01:40","courttee"
"Sayu Healthy Living","860606412598202369","1","0","0","#mentalhealth #friday #health #healing #education #stopthestigma #depression #anxiety #PTSD… https://www.instagram.com/p/BTucV-FlaKA/ ","2017-05-05T21:25:32","SAYU2Health"
"Tara","862143336714555392","0","0","0","Toss and turn all night, don't know how to make it right. Crippling anxiety... It's pretty cool… https://www.instagram.com/p/BT5XQugATNb/ ","2017-05-10T03:12:43","RainedTheDay"
"Leanne Townsend","862388476423045121","0","0","0","A 5 minute meditation can make a big difference in grounding you and helping you manage anxiety… https://www.instagram.com/p/BT7GvO7gMqc/ ","2017-05-10T19:26:49","leanne_townsend"
"Lindsay Keefe","862665662585597952","1","0","0","Can you identify? Join me May 20 at Leslieville Sanctuary for my Breathing for Stress + Anxiety… https://www.instagram.com/p/BT9EySsDjOv/ ","2017-05-11T13:48:16","lindsaymkeefe"
"Krystn Orr","862747265961566209","2","0","0","Can #yoga help ICU nurses' stress, anxiety, overall mental, and job… https://www.instagram.com/p/BT9p5TThr2b0DD2aWWMxUkU4MkxllXRAT_9r7A0/ …","2017-05-11T19:12:31","KrystnOrr"
"Calla Evans","865655064865591296","0","0","0","Lately my sleep has been pretty crappy.  Between the sudden hot humid weather and anxiety over… https://www.instagram.com/p/BUSUNWujrFF/ ","2017-05-19T19:47:05","calla_evans"
"Roxie De Angelis","866652256266928128","0","1","0","Massive fog, tired, lack of sleep, anxiety but I'm still going to the gym. Even though going… https://www.instagram.com/p/BUZZrctA6-E/ ","2017-05-22T13:49:34","roxiedeangelis"
"Texrøy Juniør Seniør","869203929686560769","0","0","0","1 Peter 5:7 KJV | 05/29/17 | CAST ALL YOUR (ANXIETY) ON HIM, BECAUSE HE (CARES) FOR (YOU) | … https://www.instagram.com/p/BUriC16DNy5/ ","2017-05-29T14:49:00","Texacanno"
"Griffin Dominique","869725284911771648","0","0","0","Cooking reduces anxiety. Fact. Homemade kidney bean quinoa veg burgers to freeze for the… https://www.instagram.com/p/BUvPIXSAmKS/ ","2017-05-31T01:20:41","thatgriffingirl"
"BPDNoMore","869987351820247040","0","0","0","BPD and Anxiety https://bpdnomore.com/bpd-no-more-blog/2017/5/31/bpd-and-anxiety …","2017-05-31T18:42:02","BPDNoMore"
"Amy Snable","874761696203747328","0","0","0","When all your anxiety and depression hits you all at once while at work @ Square One https://www.instagram.com/p/BVTBbKegDTk/ ","2017-06-13T22:53:35","AmySnable"
"Prarthana Bhatt","876974166938968065","0","0","0","I miss you guys like crazy @ Separation Anxiety https://www.instagram.com/p/BViviMLB_fhfSeUFl9wAySZDWn0n0-7JfCbep80/ …","2017-06-20T01:25:09","Prarthana_xo"
"Chloe Estelle","877683838905982976","0","0","0","Start dancin' homie @ Separation Anxiety https://www.instagram.com/p/BVnyQx4DMMR1j0uJTLy4_d75dIcvkUpbiuQpvM0/ …","2017-06-22T00:25:08","chlostelle"
"VENTE CLINIC","877883439998828546","0","0","1","Do you have #pain and #anxiety? Break the cycle that feeds into each other by combining deep… https://www.instagram.com/p/BVpNB_IF6GV/ ","2017-06-22T13:38:17","venteclinic1"
"Ref","877995760763011072","0","0","0","#dentist #dentalassistant #pick #teethcleaning #wisdomteeth #pain #anxiety #homo #gaychub… https://www.instagram.com/p/BVqAG9TgZzu/ ","2017-06-22T21:04:36","agayhasnoname"
"Jennifer Fallis","878683847688421376","1","0","0","#BlueJays. I feel so badly for #RobertoOsuna, one of my favs along with #Estrada. I sure have empathy for anyone suffering from anxiety.","2017-06-24T18:38:49","JenFallis"
"Teageek'ery Tea","879499299188613120","0","0","0","Skullcap  this small but powerful nervine relaxant herb helps reduce anxiety, soothe the… https://www.instagram.com/p/BV0r1NrDn1e/ ","2017-06-27T00:39:07","Teageekery"
"Kristine Cowen","879742241723568131","0","0","0","Today I decided I need a good #reset . #stress and #anxiety creates #negative #toxins and I… https://www.instagram.com/p/BV2aMgjA-WU/ ","2017-06-27T16:44:29","KJLC18"
"jenn eppachan","880511698913828864","0","0","0","Have you ever dealt with anxiety? I have. It's scary. It's confusing. It's isolating. Simple… https://www.instagram.com/p/BV74N0TF3iU/ ","2017-06-29T19:42:02","goldismyneutral"
"Devyn on Earth","883098359803805698","0","0","0","My first #legalweed came! #mmj #medicalcannabis #cannabis #cannabisculture #anxiety… https://www.instagram.com/p/BWOQfiBFIjp/ ","2017-07-06T23:00:30","DevynonEarth"
"R&W FertilityClinic","883306503892942848","1","0","0","#wellness #anxiety we can help… https://www.instagram.com/p/BKod4R7AJD0/ ","2017-07-07T12:47:36","ReflexWellnessC"
"Groundwood Books","885165417148407810","2","1","1","""Do you remember the excitement, anxiety, and apprehension of your first sleepover camp… https://www.instagram.com/p/BWc8cb8gm2p/ ","2017-07-12T15:54:15","GroundwoodBooks"
"Garmonbozia D'costa","889472503323795456","1","0","0","If I am addled in the morning b/c lack of breakfast, I am too addled to feel crowd anxiety on the subway :D 2 dumb 4 crumpling in rush hour.","2017-07-24T13:09:05","NaleagDeco"
"FREDY .","889567797638025216","0","0","0","When anxiety was great within me, Your consolation brought me joy"" Psalm 94:19 † #MondayVibes… https://www.instagram.com/p/BW8OSHznYnN/ ","2017-07-24T19:27:44","fredy_rabelo"
"Selena Jasmine","890946097513975812","1","0","0","the face we all made when we first laid eyes on each other  separation anxiety w/o you guys… https://www.instagram.com/p/BXGBO_OFqJr/ ","2017-07-28T14:44:37","selenajasminee"
"Guy Labelle","891120988498407424","2","0","1","Thank you dear for picking me up from the airport. Anxiety level 10.  @ Toronto Pearson… https://www.instagram.com/p/BXHQxH3HhYo/ ","2017-07-29T02:19:34","LabelleGuy"
"Catherine Sugrue","891851422903488512","0","0","0","What does having anxiety feel like to me? Like I need to fix everything all of the time, to make… https://www.instagram.com/p/BXMc7salX3f/ ","2017-07-31T02:42:03","cnsugrue"
"RAGHBIR CHADDA","895839376973979649","0","0","0","Use this spinner and your anxiety will be over in ten minutes @… https://www.instagram.com/p/BXoycBslJO2Aa0ivkAhZ3DuXt3NJln_BotQFCk0/ …","2017-08-11T02:48:46","rkchadda"
"Lewis","899144291007725573","1","1","0","Driving in Toronto gives me anxiety @ Spadina China town https://www.instagram.com/p/BYARVlzHHn1/ ","2017-08-20T05:41:18","ItsMeLewisss"
"Piera Bonventre","900014803791396865","0","0","0","Attention ladies! Struggling with PMS? Painful cramps? Bloating? Anxiety? Emotional roller… https://www.instagram.com/p/BYGdMeqFZOv/ ","2017-08-22T15:20:25","MsPieraB"
"Ash","900814977614958594","1","0","0","Story of my life #Repost nerdswithvaginas (get_repost) ・・・ My anxiety likes to fuck with my head… https://www.instagram.com/p/BYMJFHTj1fz/ ","2017-08-24T20:20:01","HelloNurse20"
"skt moon","901266774079021056","3","1","0","I'm so happy I was able to overcome my anxiety and go see Seventeen.… https://www.instagram.com/p/BYPWiMPjQy-Xe_FT2qesowC9X2y6yJG3JKYVmA0/ …","2017-08-26T02:15:18","glitterlances"
"Gianfranc Pipitone","904218333561712640","0","0","0","3.9.17  Everytime I have to change the month for my counter, I have this wave of anxiety. Time… https://www.instagram.com/p/BYkUv4ajrGi/ ","2017-09-03T05:43:44","_G_F_P_"
"justin!","904388496864849920","0","0","0","The Wisdom of Insecurity: A Message for an Age of Anxiety -- Alan… https://www.instagram.com/p/BYlhxebFomhPSkq9SRoJYxFi9ih8PS4M6kHlaE0/ …","2017-09-03T16:59:55","justkp"
"LORENZO","904876742548049920","0","0","0","Mimicking a cartoon character outfit while my crippling anxiety talks to me that school starts… https://www.instagram.com/p/BYo_9tXjqUj/ ","2017-09-05T01:20:01","lorenzoology"
"Jessica Aübrey Masil","905048933247975424","0","0","0","had a ramen burger and an anxiety attack @ Canadian National Exhibition https://www.instagram.com/p/BYqOdiLBcmg/ ","2017-09-05T12:44:15","jaubreymasil"
"Amy Snable","905125925729083393","1","1","0","#collegelife #anxiety @ Humber College Lakeshore Campus https://www.instagram.com/p/BYqxd0og515/ ","2017-09-05T17:50:11","AmySnable"
"Hocus Pocus on VHS","906587871213178882","1","1","0","When your at a party and your anxiety kicks in. @ Riverdale Farm Toronto https://www.instagram.com/p/BY1KSmYnIi_/ ","2017-09-09T18:39:26","LabyrinthOnVHS"
"Connie Wang","907585016984731648","0","0","0","School's begun and I feel your anxiety! So I made this self care tips for college students video… https://www.instagram.com/p/BY8PugdDiNa/ ","2017-09-12T12:41:44","conniewang_"
"Jules A","908018228986830848","0","0","0","I woke up this morning to a ball of anxiety burning in my belly about a multitude  of… https://www.instagram.com/p/BY_UvV3ALaH/ ","2017-09-13T17:23:10","JulesyInLA"
"John Henry Canavan","908341924096081921","0","0","0","I #think I may have found the #key to my #anxiety! It says spring #2027 & all this time I… https://www.instagram.com/p/BZBn8UIAqBF/ ","2017-09-14T14:49:25","JHCanavan"
"Sean Be","912508363312902144","0","0","0","Last couple weeks have been the most stressful and anxiety inducing weeks I’ve had in a long… https://www.instagram.com/p/BZfOnU_je7a/ ","2017-09-26T02:45:22","seanberrigan"
"Let's Get Together!","913018611119345664","3","0","0","Yoga allows kids to connect with themselves! Creates self awareness, and can help with anxiety,… https://www.instagram.com/p/BZi2pdRHVPD/ ","2017-09-27T12:32:54","GetTogetherTO"
"Nancy Fijan","914286418620493825","1","0","1","Freedom from care and anxiety of mind is a blessing, which I apprehend such people enjoy in… https://www.instagram.com/p/BZr3Lxigdr5/ ","2017-10-01T00:30:43","NanFijan"
"Erin Kinghorn","914832245151559680","0","0","0","Slept horribly last night...anxiety dream after anxiety dream.… https://www.instagram.com/p/BZvvL8TBCXXCzWXc91MGSCPPCqjFxacRx3L2DM0/ …","2017-10-02T12:39:38","kinger13"
"Karlyn Percil","915915235135033344","0","0","0","""If you want to conquer the anxiety of life, live in the moment, live in the breath."" - Amit… https://www.instagram.com/p/BZ3b4vXjNkZ/ ","2017-10-05T12:23:03","KarlynPercil"
