"fullname","id","likes","replies","retweets","text","timestamp","user"
"INreach Diaries","837024561732456449","1","0","0","Depression breakfast! Coconut-pandan pancakes w/ whipped cream! A) salt-cured egg yolks and… https://www.instagram.com/p/BRG4j37F_CG/ ","2017-03-01T19:39:41","PozPrevention"
"Cpl Ryan W. Voll ret","842547573420425216","0","0","0","#MentalHealth #Anxiety #Depression #MyLife #TrueStory @ Seneca at Newnham Res https://www.instagram.com/p/BRuII63A_V-/ ","2017-03-17T01:26:09","CplRyanWVollRet"
"Sayu Healthy Living","844377415820464128","2","1","0","What's eating you?   #stress #depression #anxiety #toronto #etobicoke #psychology #psychotherapy… https://www.instagram.com/p/BR7IQOvASFS/ ","2017-03-22T02:37:18","SAYU2Health"
"Justin Roopnarine","846179479731027972","0","0","1","#Depression can happen to anybody. #LetsTalk: never be afraid to ask for #help. #WHO… https://www.instagram.com/p/BSH7vOqgYhF/ ","2017-03-27T01:58:03","jroopnarine"
"colleen finney","849089382409801728","0","0","0","suffering from some major post-concert depression. @ Bastille: Wild, Wild World Tour https://www.instagram.com/p/BScnAbTlRQW/ ","2017-04-04T02:40:58","cefinney"
"Vanessa Ling","850386991929622529","0","0","0","The theme for this year's World Health Day is Depression: let's talk.  Mental health is a key… https://www.instagram.com/p/BSl1F5nhIQl/ ","2017-04-07T16:37:12","vanessalingnd"
"Deborah Peniuk","850389644592238592","1","0","0","Today is #WorldHealthDay! #Repost from who #DYK: #Depression is the leading cause of disability… http://www.instagram.com.ln.is/hmrPv ","2017-04-07T16:47:45","TraveliciousDee"
"Meghan Young","850393941342072834","2","0","1","Today is #WorldHealthDay and the theme this year is depression. Through platforms like… https://www.instagram.com/p/BSl4QDtFQ2d/ ","2017-04-07T17:04:49","MeghanYuriYoung"
"Jules","854855294773362688","0","1","0","I've been sliding down a slippery slope into my anxiety and manic depression so mama bear took… https://www.instagram.com/p/BTFlCz3huQY/ ","2017-04-20T00:32:39","obsessivejules"
"Jules","855237562566193152","0","0","0","#camh #anxiety #depression #change @ CAMH - Centre for Addiction and Mental Health https://www.instagram.com/p/BTIS4GKhNLT/ ","2017-04-21T01:51:39","obsessivejules"
"Mayndi Hutch","860157734037139456","0","0","0","Kicking depression in the ass with a morning run!! Ahhhh that felt AMAZING!!! Small steps to… https://www.instagram.com/p/BTrQT4-jbWc/ ","2017-05-04T15:42:39","ManduhLynne"
"Mayndi Hutch","860298166620626944","0","0","0","Well depression and suffering from bi polar disorder definitely makes life interesting. Since… https://www.instagram.com/p/BTsQLEYDnkA/ ","2017-05-05T01:00:41","ManduhLynne"
"Sayu Healthy Living","860606412598202369","1","0","0","#mentalhealth #friday #health #healing #education #stopthestigma #depression #anxiety #PTSD… https://www.instagram.com/p/BTucV-FlaKA/ ","2017-05-05T21:25:32","SAYU2Health"
"daniel giosa","865326668168167424","0","0","0","#nofiltertshirtco #djglifestyle #djgimports #sportit #entrepreneurlife #sleep #depression #love… https://www.instagram.com/p/BUP-3pUlSzu/ ","2017-05-18T22:02:09","djgimports"
"Groundwood Books","869909199517560833","0","0","0","Depression, love, sexual identity, crushes, manipulative peers — teen life in all its dramatic… https://www.instagram.com/p/BUwiw7EAWAa/ ","2017-05-31T13:31:29","GroundwoodBooks"
"Belief Coaching","870570658509488129","0","0","0","If you Believe, You can Achieve. I've been through a storm called depression in 2015 but the… https://www.instagram.com/p/BU1Pj4RDR9k/ ","2017-06-02T09:19:54","beliefcoaching"
"Amy Snable","874761696203747328","0","0","0","When all your anxiety and depression hits you all at once while at work @ Square One https://www.instagram.com/p/BVTBbKegDTk/ ","2017-06-13T22:53:35","AmySnable"
"Jane Clapp","875364974113193984","2","0","0","TRUTH BOMB THURSDAY - there's some common belief that depression is anger turned inward. It's a… https://www.instagram.com/p/BVXTwzaF9Dk/ ","2017-06-15T14:50:47","janetheclapp"
"Stanislav Plavcic","878116182942859264","1","0","0","#alternative #depression #therapy #meme #memes #notfunny #funny #seriouslyfunny #supremeleader… https://www.instagram.com/p/BVq23h9H39B/ ","2017-06-23T05:03:07","StanislavPlav"
"Nada","879431276750438400","0","0","0","This is why I have cabin fever which is fueling depression in the hospital.  This is my… https://www.instagram.com/p/BV0IogEAPej/ ","2017-06-26T20:08:50","NadaViviani"
"Steph","885705856893034499","0","0","0","Weather depression over the City #toronto #weather #depression #photography #blackandwhite… https://www.instagram.com/p/BWgyQG2hwRi/ ","2017-07-14T03:41:46","Stephectivement"
"Karine","887699668242751488","0","0","0","Ça y est, je suis en post concert dépression  qui vont les voir à Montréal ?! #Toronto #Canada… https://www.instagram.com/p/BWu87a1gaPR/ ","2017-07-19T15:44:28","kiira_x"
"Joy Melody","890636510835245057","0","1","0","RelaxHER: using African American beauty salons to break the depression stigma   This was my… https://www.instagram.com/p/BXD0cjqBuM5/ ","2017-07-27T18:14:26","smileitsjoy"
"Renee","891883686882398209","1","0","0","Serious post-concert depression and I lost my voice from all the screaming but GDRAGON WAS WORTH… https://www.instagram.com/p/BXMrjC7lJUq/ ","2017-07-31T04:50:16","pop_junkie16"
"Carlo Gon","892588779638325249","0","0","0","#depressed #depression #overworked #problems #money #medicine #pills #Fucital #fun #funny… https://www.instagram.com/p/BXRsPWnh44W/ ","2017-08-02T03:32:03","CarloGon"
"Farihah Chowdhury","892595815948185600","0","0","0","Serious post concert depression now #MiddleFingersUp #MOTTEACT3 #KwonJiYong #GDragon @ Air… https://www.instagram.com/p/BXRvcMxAdfB/ ","2017-08-02T04:00:00","farihahc95"
"Terry Ghatz","894579497155952645","0","0","0","Im Going Krazy #FucKDaWorld #Depression @ Scarborough Junction https://www.instagram.com/p/BXf1g8Jg0eXDzz7pFbOxx6N1ocdQL0OXwemY8c0/ …","2017-08-07T15:22:27","TerryGhatzz"
"Ref","894674459193298944","1","0","0","Hope you're all having a good day  #gaychub #gay #lgbt #toronto #n7 #depression @ North York https://www.instagram.com/p/BXggsWZAr5k/ ","2017-08-07T21:39:47","agayhasnoname"
"Kelly Boaz","898920977932967936","1","1","0","Anyone else?   In some cases, that ""I just want to sleep"" feeling can be a sign of depression,… https://www.instagram.com/p/BX-rytEHpm9/ ","2017-08-19T14:53:56","Kelly_Boaz"
"JB","901448675406172164","0","0","0","Google Adds a Depression Screening Tool to Search Results by @MattGSouthern http://bit.ly/2wQnPm5 pic.twitter.com/BijVWjXXrX","2017-08-26T14:18:06","jf_barahoo"
"Atilla kurila","902926967804178432","0","0","0","Fight depression.                                               Identify what you enjoy doing.… https://www.instagram.com/p/BYbJgCOnHe6/ ","2017-08-30T16:12:19","atillakurila"
"Stacy-Ann Buchanan","909863549312421892","3","2","1","As someone who once battled with depression and whose mind was constantly plagued with suicial… https://www.instagram.com/p/BZMbOcvD4do/ ","2017-09-18T19:35:49","stacynbuchanan"
" 🍇 🔑 👻شبحファントム 👹 🔨 🌌","915414612761206784","0","0","0","#culinarychronic #because #depression hertZ & you're scum :) #BonAppetit @ Etobicoke https://www.instagram.com/p/BZz4OvDlUfO/ ","2017-10-04T03:13:45","FVNTOM"
"amanda","916412747964755968","0","0","0","Post-concert depression has never been so real  #HarryStylesLiveOnTour @ Massey Hall https://www.instagram.com/p/BZ6-BndFooq/ ","2017-10-06T21:19:59","amaleone"
